"id","address","sheet","label","type","format","formula","value","rules","version"
"7397","BVH6",NULL,"Projected Data Growth","float","0,0","ROUNDUP( BVG6 * A417 + BVG6, 0 )",NULL,NULL,"749"
"7398","BVH7",NULL,"Solution Incremental Growth (TB)","float","0,0","( BVF6 + BVG7 ) * A417",NULL,NULL,"749"
"7399","BVH8",NULL,"Server Requirements","float","0,0","IF( A425 = 0, 0, ( ROUNDDOWN( ( BVH6 / A430 ) - ( BVG8 ), 0 ) ) )",NULL,NULL,"749"
"7400","BVH9",NULL,"Storage Requirements","float","0,0","BVG9 + BVH7",NULL,NULL,"749"
"7401","BVH10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 ) * A449 ) > BVH6, 0, ROUNDUP( ( BVH6 / A449 ) - ( BVF10 + BVG10 ), 0 ) )",NULL,NULL,"749"
"7402","BVH13",NULL,"Application Software (Net-New)","float","$0,0.00","BVI7 * ( A422 * ( 1 - A423 ) )",NULL,NULL,"749"
"7403","BVH14",NULL,"Application Software (Renewal)","float","$0,0.00","BVG13 + BVG14",NULL,NULL,"749"
"7404","BVH15",NULL,"Server Hardware","float","$0,0.00","BVI8 * ( A426 * ( 1 - A427 ) )",NULL,NULL,"749"
"7405","BVH16",NULL,"Server Maintenance","float","$0,0.00","BVH15 * A428 * A429",NULL,NULL,"749"
"7406","BVH17",NULL,"Storage","float","$0,0.00","IF( BVI9 < 0, ( BVI9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
"7407","BVH18",NULL,"Storage Maintenance","float","$0,0.00","BVH17 * A438 * A439",NULL,NULL,"749"
"7408","BVH19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVH13:BVH18 )",NULL,NULL,"749"
"7409","BVH22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7410","BVH23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7411","BVH24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7412","BVH25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7413","BVH26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7414","BVH27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7415","BVH28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVH22:BVH27 )",NULL,NULL,"749"
"7416","BVH30",NULL,"Current Solution Total Cost","float","$0,0.00","BVH19 + BVH28",NULL,NULL,"749"
"7417","BVH33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","BVI7 * ( A442 * ( 1 - A443 ) )",NULL,NULL,"749"
"7418","BVH34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","BVG33 + BVG34",NULL,NULL,"749"
"7419","BVH35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( A444 = ""Yes"", ( BVI6 - BVH6 ) * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7420","BVH36",NULL,"Replica License (Renewal)","float","$0,0.00","BVG35 + BVG36",NULL,NULL,"749"
"7421","BVH37",NULL,"Server Hardware","float","$0,0.00","BVI10 * A448",NULL,NULL,"749"
"7422","BVH38",NULL,"Server Maintenance","float","$0,0.00","BVH37 * A450 * A451",NULL,NULL,"749"
"7423","BVH39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7424","BVH40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7425","BVH41",NULL,"Total Cost","float","$0,0.00","SUM( BVH33:BVH40 )",NULL,NULL,"749"
"7426","BVH43",NULL,"Net Savings","float","$0,0.00","BVH30 - BVH41",NULL,NULL,"749"
"7427","BVI6",NULL,"Projected Data Growth","float","0,0","ROUNDUP( BVH6 * A417 + BVH6, 0 )",NULL,NULL,"749"
"7428","BVI7",NULL,"Solution Incremental Growth (TB)","float","0,0","( BVF6 + BVG7 + BVH7 ) * A417",NULL,NULL,"749"
"7429","BVI8",NULL,"Server Requirements","float","0,0","IF( A425 = 0, 0, ( ROUNDDOWN( ( BVI6 / A430 ) - ( BVG8 + BVH8 ), 0 ) ) )",NULL,NULL,"749"
"7430","BVI9",NULL,"Storage Requirements","float","0,0","BVH9 + BVi7",NULL,NULL,"749"
"7431","BVI10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 + BVH10 ) * A449 ) > BVI6, 0, ROUNDUP( ( BVI6 / A449 ) - ( BVF10 + BVG10 + BVH10 ), 0 ) )",NULL,NULL,"749"
"7432","BVI13",NULL,"Application Software (Net-New)","float","$0,0.00","IF( A416 < 4, 0, BVJ7 * ( A422 * ( 1 - A423 ) ) )",NULL,NULL,"749"
"7433","BVI14",NULL,"Application Software (Renewal)","float","$0,0.00","IF( A416 < 4, 0, BVH13 + BVH14 )",NULL,NULL,"749"
"7434","BVI15",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 4, 0, BVJ8 * ( A426 * ( 1 - A427 ) ) )",NULL,NULL,"749"
"7435","BVI16",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 4, 0, BVI15 * A428 * A429, 0 )",NULL,NULL,"749"
"7436","BVI17",NULL,"Storage","float","$0,0.00","IF( BVJ9 < 0, ( BVJ9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
"7437","BVI18",NULL,"Storage Maintenance","float","$0,0.00","IF( A416 < 4, 0, BVI17 * A438 * A439, 0 )",NULL,NULL,"749"
"7438","BVI19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVI13:BVI18 )",NULL,NULL,"749"
"7439","BVI22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7440","BVI23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7441","BVI24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7442","BVI25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7443","BVI26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7444","BVI27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7445","BVI28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVI22:BVI27 )",NULL,NULL,"749"
"7446","BVI30",NULL,"Current Solution Total Cost","float","$0,0.00","BVI19 + BVI28",NULL,NULL,"749"
"7447","BVI33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","IF( A416 < 4, 0, BVJ7 * ( A442 * ( 1 - A443 ) ) )",NULL,NULL,"749"
"7448","BVI34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","IF( A416 < 4, 0, BVH33 + BVH34 )",NULL,NULL,"749"
"7449","BVI35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( AND( A444 = ""Yes"", A416 >= 4 ), ( BVJ6 - BVI6 ) * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7450","BVI36",NULL,"Replica License (Renewal)","float","$0,0.00","IF( A416 < 4, 0, BVH35 + BVH36 )",NULL,NULL,"749"
"7451","BVI37",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 4, 0, BVJ10 * A448 )",NULL,NULL,"749"
"7452","BVI38",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 4, 0, BVI37 * A450 * A451 )",NULL,NULL,"749"
"7453","BVI39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7454","BVI40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7455","BVI41",NULL,"Total Cost","float","$0,0.00","SUM( BVI33:BVI40 )",NULL,NULL,"749"
"7456","BVI43",NULL,"Net Savings","float","$0,0.00","BVI30 - BVI41",NULL,NULL,"749"
"7457","BVJ6",NULL,"Projected Data Growth","float","0,0","IF( A416 < 4, 0, ROUNDUP( BVI6 * A417 + BVI6, 0 ) )",NULL,NULL,"749"
"7458","BVJ7",NULL,"Solution Incremental Growth (TB)","float","0,0","IF( A416 < 4, 0, ( BVF6 + BVG7 + BVH7 + BVI7 ) * A417, 0 )",NULL,NULL,"749"
"7459","BVJ8",NULL,"Server Requirements","float","0,0","IF( OR(  A416 < 4, A425 = 0 ), 0, ( ROUNDDOWN( ( BVJ6 / A430 ) - ( BVG8 + BVH8 + BVI8 ), 0 ) ) )",NULL,NULL,"749"
"7460","BVJ9",NULL,"Storage Requirements","float","0,0","IF( A416 < 4, 0, BVI9 + BVJ7 )",NULL,NULL,"749"
"7461","BVJ10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 + BVH10 +BVI10 ) * A449 ) > BVJ6, 0, ROUNDUP( ( BVJ6 / A449 ) - ( BVF10 + BVG10 + BVH10 + BVI10 ), 0 ) )",NULL,NULL,"749"
"7462","BVJ13",NULL,"Application Software (Net-New)","float","$0,0.00","IF( A416 < 5, 0, BVK7 * ( A422 * ( 1 - A423 ) ) )",NULL,NULL,"749"
"7463","BVJ14",NULL,"Application Software (Renewal)","float","$0,0.00","IF( A416 < 5, 0, BVI13 + BVI14 )",NULL,NULL,"749"
"7464","BVJ15",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 5, 0, BVK8 * ( A426 * ( 1 - A427 ) ) )",NULL,NULL,"749"
"7465","BVJ16",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 5, 0, BVJ15 * A428 * A429, 0 )",NULL,NULL,"749"
"7466","BVJ17",NULL,"Storage","float","$0,0.00","IF( BVK9 < 0, ( BVK9 * -1 ) * ( A436 * ( 1 - A437 ) ), 0 )",NULL,NULL,"749"
"7467","BVJ18",NULL,"Storage Maintenance","float","$0,0.00","IF( A416 < 5, 0, BVJ17 * A438 * A439, 0 )",NULL,NULL,"749"
"7468","BVJ19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVJ13:BVJ18 )",NULL,NULL,"749"
"7469","BVJ22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7470","BVJ23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7471","BVJ24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7472","BVJ25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7473","BVJ26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7474","BVJ27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7475","BVJ28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVJ22:BVJ27 )",NULL,NULL,"749"
"7476","BVJ30",NULL,"Current Solution Total Cost","float","$0,0.00","BVJ19 + BVJ28",NULL,NULL,"749"
"7477","BVJ33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","IF( A416 < 5, 0, BVK7 * ( A442 * ( 1 - A443 ) ) )",NULL,NULL,"749"
"7478","BVJ34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","IF( A416 < 5, 0, BVI33 + BVI34 )",NULL,NULL,"749"
"7479","BVJ35",NULL,"Replica License (Net-New)","float","$0,0.00","IF( AND( A444 = ""Yes"", A416 >= 5 ), ( BVK6 - BVJ6 ) * ( A445 * ( 1 - A446 ) ), 0 )",NULL,NULL,"749"
"7480","BVJ36",NULL,"Replica License (Renewal)","float","$0,0.00","IF( A416 < 5, 0, BVI35 + BVI36 )",NULL,NULL,"749"
"7481","BVJ37",NULL,"Server Hardware","float","$0,0.00","IF( A416 < 5, 0, BVK10 * A448 )",NULL,NULL,"749"
"7482","BVJ38",NULL,"Server Maintenance","float","$0,0.00","IF( A416 < 5, 0, BVJ37 * A450 * A451 )",NULL,NULL,"749"
"7483","BVJ39",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7484","BVJ40",NULL,"Techincal Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7485","BVJ41",NULL,"Total Cost","float","$0,0.00","SUM( BVJ33:BVJ40 )",NULL,NULL,"749"
"7486","BVJ43",NULL,"Net Savings","float","$0,0.00","BVJ30 - BVJ41",NULL,NULL,"749"
"7487","BVK6",NULL,"Projected Data Growth","float","0,0","IF( A416 < 5, 0, ROUNDUP( BVJ6 * A417 + BVJ6, 0 ) )",NULL,NULL,"749"
"7488","BVK7",NULL,"Solution Incremental Growth (TB)","float","0,0","IF( A416 < 5, 0, ( BVF6 + BVG7 + BVH7 + BVI7 + BVJ7 ) * A417, 0 )",NULL,NULL,"749"
"7489","BVK8",NULL,"Server Requirements","float","0,0","IF( OR(  A416 < 5, A425 = 0 ), 0, ( ROUNDDOWN( ( BVK6 / A430 ) - ( BVG8 + BVH8 + BVI8 + BVJ8 ), 0 ) ) )",NULL,NULL,"749"
"7490","BVK9",NULL,"Storage Requirements","float","0,0","IF( A416 < 5, 0, BVJ9 + BVK7 )",NULL,NULL,"749"
"7491","BVK10",NULL,"Cohesity Node Count","float","0,0","IF( ( ( BVF10 + BVG10 + BVH10 +BVI10 + BVJ10 ) * A449 ) > BVK6, 0, ROUNDUP( ( BVK6 / A449 ) - ( BVF10 + BVG10 + BVH10 + BVI10 + BVJ10 ), 0 ) )",NULL,NULL,"749"
"7492","BVK13",NULL,"Application Software (Net-New)","float","$0,0.00","SUM( BVF13:BVJ13 )",NULL,NULL,"749"
"7493","BVK14",NULL,"Application Software (Renewal)","float","$0,0.00","SUM( BVF14:BVJ14 )",NULL,NULL,"749"
"7494","BVK15",NULL,"Server Hardware","float","$0,0.00","SUM( BVF15:BVJ15 )",NULL,NULL,"749"
"7495","BVK16",NULL,"Server Maintenance","float","$0,0.00","SUM( BVF16:BVJ16 )",NULL,NULL,"749"
"7496","BVK17",NULL,"Storage","float","$0,0.00","SUM( BVF17:BVJ17 )",NULL,NULL,"749"
"7497","BVK18",NULL,"Storage Maintenance","float","$0,0.00","SUM( BVF18:BVJ18 )",NULL,NULL,"749"
"7498","BVK19",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVF19:BVJ19 )",NULL,NULL,"749"
"7499","BVK22",NULL,"Storage Refresh (If EOSL)","float","$0,0.00",NULL,NULL,NULL,"749"
"7500","BVK23",NULL,"VM Environment Proxy Cost (# proxy utilizing VM resources)","float","$0,0.00",NULL,NULL,NULL,"749"
"7501","BVK24",NULL,"Cloud Subscriptions  (M365, AWS, GCP, Oracle, SaaS, Druva)","float","$0,0.00",NULL,NULL,NULL,"749"
"7502","BVK25",NULL,"Book Value - Depreciation (HW/SW)","float","$0,0.00",NULL,NULL,NULL,"749"
"7503","BVK26",NULL,"Professional Services","float","$0,0.00",NULL,NULL,NULL,"749"
"7504","BVK27",NULL,"Technical Account Manager","float","$0,0.00",NULL,NULL,NULL,"749"
"7505","BVK28",NULL,"Sub Total Cost","float","$0,0.00","SUM( BVF28:BVJ28 )",NULL,NULL,"749"
"7506","BVK30",NULL,"Current Solution Total Cost","float","$0,0.00","BVK19 + BVK28",NULL,NULL,"749"
"7507","BVK33",NULL,"DataProtect Software (Net-New)","float","$0,0.00","SUM( BVF33:BVJ33 )",NULL,NULL,"749"
"7508","BVK34",NULL,"DataProtect Software (Renewal)","float","$0,0.00","SUM( BVF34:BVJ34 )",NULL,NULL,"749"
"7509","BVK35",NULL,"Replica License (Net-New)","float","$0,0.00","SUM( BVF35:BVJ35 )",NULL,NULL,"749"
"7510","BVK36",NULL,"Replica License (Renewal)","float","$0,0.00","SUM( BVF36:BVJ36 )",NULL,NULL,"749"
"7511","BVK37",NULL,"Server Hardware","float","$0,0.00","SUM( BVF37:BVJ37 )",NULL,NULL,"749"
"7512","BVK38",NULL,"Server Maintenance","float","$0,0.00","SUM( BVF38:BVJ38 )",NULL,NULL,"749"
"7513","BVK39",NULL,"Professional Services","float","$0,0.00","SUM( BVF39:BVJ39 )",NULL,NULL,"749"
"7514","BVK40",NULL,"Techincal Account Manager","float","$0,0.00","SUM( BVF40:BVJ40 )",NULL,NULL,"749"
"7515","BVK41",NULL,"Total Cost","float","$0,0.00","SUM( BVK33:BVK40 )",NULL,NULL,"749"
"7516","BVK43",NULL,"Net Savings","float","$0,0.00","BVK19 + BVK28 - BVK41",NULL,NULL,"749"
"7517","INC8",NULL,"BAU","float","0,0",NULL,"1",NULL,"749"
"7518","CHOICEF42789",NULL,"What areas could use improvement (check all that apply)? (Reporting Benefits)","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43548"",""#43549"",""#43550"",""#43551"",""#43552"",""#43553"",""#43554""],
		""operator"":""=="",
		""value"":6
	}]
}","809"
"7519","CHOICEF43352",NULL,"What areas could use improvement (check all that apply)? (Reporting Benefits)","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43527"",""#43511"",""#43512"",""#43513"",""#43514"",""#43515"",""#43516""],
		""operator"":""=="",
		""value"":6
	}]
}","816"
"7520","CHOICEF43248",NULL,"What areas could use improvement (check all that apply)? (Reporting Benefits)","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43534"",""#43535"",""#43536"",""#43537"",""#43538"",""#43539"",""#43540""],
		""operator"":""=="",
		""value"":6
	}]
}","815"
"7521","CHOICEG43506",NULL,"What reports do you run to get better insight into spend (check all that apply)","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43737""],
		""operator"":""=="",
		""value"":7
	}]
}","819"
"7522","CHOICEF42356",NULL,"What areas could use improvement (check all that apply)? (Reporting Benefits)","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43541"",""#43542"",""#43543"",""#43544"",""#43545"",""#43546"",""#43547""],
		""operator"":""=="",
		""value"":6
	}]
}","806"
"7523","CHOICEA43739",NULL,"Which areas would you like to see an efficiency improvement","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#42541"",""#42542"",""#42543"",""#42544"",""#42545"",""#42546"",""#42547"",""#42548"",""#42549""],
		""operator"":""=="",
		""value"":1
	}]
}","802"
"7524","CHOICEB43739",NULL,"Which areas would you like to see an efficiency improvement","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43019"",""#42567"",""#42551"",""#42552"",""#42553"",""#42554"",""#42555"",""#42556"",""#42557""],
		""operator"":""=="",
		""value"":5
	}]
}","802"
"7525","CHOICEC43739",NULL,"Which areas would you like to see an efficiency improvement","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#42857"",""#42858"",""#42859"",""#42861"",""#42862"",""#42863"",""#42864"",""#42865"",""#42866"",""#42867""],
		""operator"":""=="",
		""value"":2
	}]
}","802"
"7526","CHOICED43739",NULL,"Which areas would you like to see an efficiency improvement","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43741"",""#42869"",""#42870"",""#42871"",""#42872"",""#42873"",""#42874"",""#42875"",""#42876""],
		""operator"":""=="",
		""value"":3
	}]
}","802"
"7527","CHOICEE43739",NULL,"Which areas would you like to see an efficiency improvement","boolean","0,0",NULL,NULL,"{
	""visibility"":[{
		""show"":[""#43740"",""#42878"",""#42879"",""#42880"",""#42881"",""#42882"",""#42883"",""#42884"",""#42885""],
		""operator"":""=="",
		""value"":4
	}]
}","802"
"7528","TLAE4",NULL,"Storage (TB)","float",NULL,NULL,"12",NULL,"749"
"7529","TLAE5",NULL,"Storage (TB)","float",NULL,NULL,"24",NULL,"749"
"7530","TLAE6",NULL,"Storage (TB)","float",NULL,NULL,"36",NULL,"749"
"7531","TLAE7",NULL,"Storage (TB)","float",NULL,NULL,"54",NULL,"749"
